date_id,date,year,month,month_name,quarter,week,day_of_week
20230626,2023-06-26,2023,6,Jun,2,26,1
20230627,2023-06-27,2023,6,Jun,2,26,2
20230628,2023-06-28,2023,6,Jun,2,26,3
20230629,2023-06-29,2023,6,Jun,2,26,4
20230630,2023-06-30,2023,6,Jun,2,26,5
20230701,2023-07-01,2023,7,Jul,3,26,6
20230702,2023-07-02,2023,7,Jul,3,26,7
20230703,2023-07-03,2023,7,Jul,3,27,1
20230704,2023-07-04,2023,7,Jul,3,27,2
20230705,2023-07-05,2023,7,Jul,3,27,3
20230706,2023-07-06,2023,7,Jul,3,27,4
20230707,2023-07-07,2023,7,Jul,3,27,5
20230708,2023-07-08,2023,7,Jul,3,27,6
20230709,2023-07-09,2023,7,Jul,3,27,7
20230710,2023-07-10,2023,7,Jul,3,28,1
20230711,2023-07-11,2023,7,Jul,3,28,2
20230712,2023-07-12,2023,7,Jul,3,28,3
20230713,2023-07-13,2023,7,Jul,3,28,4
20230714,2023-07-14,2023,7,Jul,3,28,5
20230715,2023-07-15,2023,7,Jul,3,28,6
20230716,2023-07-16,2023,7,Jul,3,28,7
20230717,2023-07-17,2023,7,Jul,3,29,1
20230718,2023-07-18,2023,7,Jul,3,29,2
20230719,2023-07-19,2023,7,Jul,3,29,3
20230720,2023-07-20,2023,7,Jul,3,29,4
20230721,2023-07-21,2023,7,Jul,3,29,5
20230722,2023-07-22,2023,7,Jul,3,29,6
20230723,2023-07-23,2023,7,Jul,3,29,7
20230724,2023-07-24,2023,7,Jul,3,30,1
20230725,2023-07-25,2023,7,Jul,3,30,2
20230726,2023-07-26,2023,7,Jul,3,30,3
20230727,2023-07-27,2023,7,Jul,3,30,4
20230728,2023-07-28,2023,7,Jul,3,30,5
20230729,2023-07-29,2023,7,Jul,3,30,6
20230730,2023-07-30,2023,7,Jul,3,30,7
20230731,2023-07-31,2023,7,Jul,3,31,1
20230801,2023-08-01,2023,8,Aug,3,31,2
20230802,2023-08-02,2023,8,Aug,3,31,3
20230803,2023-08-03,2023,8,Aug,3,31,4
20230804,2023-08-04,2023,8,Aug,3,31,5
20230805,2023-08-05,2023,8,Aug,3,31,6
20230806,2023-08-06,2023,8,Aug,3,31,7
20230807,2023-08-07,2023,8,Aug,3,32,1
20230808,2023-08-08,2023,8,Aug,3,32,2
20230809,2023-08-09,2023,8,Aug,3,32,3
20230810,2023-08-10,2023,8,Aug,3,32,4
20230811,2023-08-11,2023,8,Aug,3,32,5
20230812,2023-08-12,2023,8,Aug,3,32,6
20230813,2023-08-13,2023,8,Aug,3,32,7
20230814,2023-08-14,2023,8,Aug,3,33,1
20230815,2023-08-15,2023,8,Aug,3,33,2
20230816,2023-08-16,2023,8,Aug,3,33,3
20230817,2023-08-17,2023,8,Aug,3,33,4
20230818,2023-08-18,2023,8,Aug,3,33,5
20230819,2023-08-19,2023,8,Aug,3,33,6
20230820,2023-08-20,2023,8,Aug,3,33,7
20230821,2023-08-21,2023,8,Aug,3,34,1
20230822,2023-08-22,2023,8,Aug,3,34,2
20230823,2023-08-23,2023,8,Aug,3,34,3
20230824,2023-08-24,2023,8,Aug,3,34,4
20230825,2023-08-25,2023,8,Aug,3,34,5
20230826,2023-08-26,2023,8,Aug,3,34,6
20230827,2023-08-27,2023,8,Aug,3,34,7
20230828,2023-08-28,2023,8,Aug,3,35,1
20230829,2023-08-29,2023,8,Aug,3,35,2
20230830,2023-08-30,2023,8,Aug,3,35,3
20230831,2023-08-31,2023,8,Aug,3,35,4
20230901,2023-09-01,2023,9,Sep,3,35,5
20230902,2023-09-02,2023,9,Sep,3,35,6
20230903,2023-09-03,2023,9,Sep,3,35,7
20230904,2023-09-04,2023,9,Sep,3,36,1
20230905,2023-09-05,2023,9,Sep,3,36,2
20230906,2023-09-06,2023,9,Sep,3,36,3
20230907,2023-09-07,2023,9,Sep,3,36,4
20230908,2023-09-08,2023,9,Sep,3,36,5
20230909,2023-09-09,2023,9,Sep,3,36,6
20230910,2023-09-10,2023,9,Sep,3,36,7
20230911,2023-09-11,2023,9,Sep,3,37,1
20230912,2023-09-12,2023,9,Sep,3,37,2
20230913,2023-09-13,2023,9,Sep,3,37,3
20230914,2023-09-14,2023,9,Sep,3,37,4
20230915,2023-09-15,2023,9,Sep,3,37,5
20230916,2023-09-16,2023,9,Sep,3,37,6
20230917,2023-09-17,2023,9,Sep,3,37,7
20230918,2023-09-18,2023,9,Sep,3,38,1
20230919,2023-09-19,2023,9,Sep,3,38,2
20230920,2023-09-20,2023,9,Sep,3,38,3
20230921,2023-09-21,2023,9,Sep,3,38,4
20230922,2023-09-22,2023,9,Sep,3,38,5
20230923,2023-09-23,2023,9,Sep,3,38,6
20230924,2023-09-24,2023,9,Sep,3,38,7
20230925,2023-09-25,2023,9,Sep,3,39,1
20230926,2023-09-26,2023,9,Sep,3,39,2
20230927,2023-09-27,2023,9,Sep,3,39,3
20230928,2023-09-28,2023,9,Sep,3,39,4
20230929,2023-09-29,2023,9,Sep,3,39,5
20230930,2023-09-30,2023,9,Sep,3,39,6
20231001,2023-10-01,2023,10,Oct,4,39,7
20231002,2023-10-02,2023,10,Oct,4,40,1
20231003,2023-10-03,2023,10,Oct,4,40,2
20231004,2023-10-04,2023,10,Oct,4,40,3
20231005,2023-10-05,2023,10,Oct,4,40,4
20231006,2023-10-06,2023,10,Oct,4,40,5
20231007,2023-10-07,2023,10,Oct,4,40,6
20231008,2023-10-08,2023,10,Oct,4,40,7
20231009,2023-10-09,2023,10,Oct,4,41,1
20231010,2023-10-10,2023,10,Oct,4,41,2
20231011,2023-10-11,2023,10,Oct,4,41,3
20231012,2023-10-12,2023,10,Oct,4,41,4
20231013,2023-10-13,2023,10,Oct,4,41,5
20231014,2023-10-14,2023,10,Oct,4,41,6
20231015,2023-10-15,2023,10,Oct,4,41,7
20231016,2023-10-16,2023,10,Oct,4,42,1
20231017,2023-10-17,2023,10,Oct,4,42,2
20231018,2023-10-18,2023,10,Oct,4,42,3
20231019,2023-10-19,2023,10,Oct,4,42,4
20231020,2023-10-20,2023,10,Oct,4,42,5
20231021,2023-10-21,2023,10,Oct,4,42,6
20231022,2023-10-22,2023,10,Oct,4,42,7
20231023,2023-10-23,2023,10,Oct,4,43,1
20231024,2023-10-24,2023,10,Oct,4,43,2
20231025,2023-10-25,2023,10,Oct,4,43,3
20231026,2023-10-26,2023,10,Oct,4,43,4
20231027,2023-10-27,2023,10,Oct,4,43,5
20231028,2023-10-28,2023,10,Oct,4,43,6
20231029,2023-10-29,2023,10,Oct,4,43,7
20231030,2023-10-30,2023,10,Oct,4,44,1
20231031,2023-10-31,2023,10,Oct,4,44,2
20231101,2023-11-01,2023,11,Nov,4,44,3
20231102,2023-11-02,2023,11,Nov,4,44,4
20231103,2023-11-03,2023,11,Nov,4,44,5
20231104,2023-11-04,2023,11,Nov,4,44,6
20231105,2023-11-05,2023,11,Nov,4,44,7
20231106,2023-11-06,2023,11,Nov,4,45,1
20231107,2023-11-07,2023,11,Nov,4,45,2
20231108,2023-11-08,2023,11,Nov,4,45,3
20231109,2023-11-09,2023,11,Nov,4,45,4
20231110,2023-11-10,2023,11,Nov,4,45,5
20231111,2023-11-11,2023,11,Nov,4,45,6
20231112,2023-11-12,2023,11,Nov,4,45,7
20231113,2023-11-13,2023,11,Nov,4,46,1
20231114,2023-11-14,2023,11,Nov,4,46,2
20231115,2023-11-15,2023,11,Nov,4,46,3
20231116,2023-11-16,2023,11,Nov,4,46,4
20231117,2023-11-17,2023,11,Nov,4,46,5
20231118,2023-11-18,2023,11,Nov,4,46,6
20231119,2023-11-19,2023,11,Nov,4,46,7
20231120,2023-11-20,2023,11,Nov,4,47,1
20231121,2023-11-21,2023,11,Nov,4,47,2
20231122,2023-11-22,2023,11,Nov,4,47,3
20231123,2023-11-23,2023,11,Nov,4,47,4
20231124,2023-11-24,2023,11,Nov,4,47,5
20231125,2023-11-25,2023,11,Nov,4,47,6
20231126,2023-11-26,2023,11,Nov,4,47,7
20231127,2023-11-27,2023,11,Nov,4,48,1
20231128,2023-11-28,2023,11,Nov,4,48,2
20231129,2023-11-29,2023,11,Nov,4,48,3
20231130,2023-11-30,2023,11,Nov,4,48,4
20231201,2023-12-01,2023,12,Dec,4,48,5
20231202,2023-12-02,2023,12,Dec,4,48,6
20231203,2023-12-03,2023,12,Dec,4,48,7
20231204,2023-12-04,2023,12,Dec,4,49,1
20231205,2023-12-05,2023,12,Dec,4,49,2
20231206,2023-12-06,2023,12,Dec,4,49,3
20231207,2023-12-07,2023,12,Dec,4,49,4
20231208,2023-12-08,2023,12,Dec,4,49,5
20231209,2023-12-09,2023,12,Dec,4,49,6
20231210,2023-12-10,2023,12,Dec,4,49,7
20231211,2023-12-11,2023,12,Dec,4,50,1
20231212,2023-12-12,2023,12,Dec,4,50,2
20231213,2023-12-13,2023,12,Dec,4,50,3
20231214,2023-12-14,2023,12,Dec,4,50,4
20231215,2023-12-15,2023,12,Dec,4,50,5
20231216,2023-12-16,2023,12,Dec,4,50,6
20231217,2023-12-17,2023,12,Dec,4,50,7
20231218,2023-12-18,2023,12,Dec,4,51,1
20231219,2023-12-19,2023,12,Dec,4,51,2
20231220,2023-12-20,2023,12,Dec,4,51,3
20231221,2023-12-21,2023,12,Dec,4,51,4
20231222,2023-12-22,2023,12,Dec,4,51,5
20231223,2023-12-23,2023,12,Dec,4,51,6
20231224,2023-12-24,2023,12,Dec,4,51,7
20231225,2023-12-25,2023,12,Dec,4,52,1
20231226,2023-12-26,2023,12,Dec,4,52,2
20231227,2023-12-27,2023,12,Dec,4,52,3
20231228,2023-12-28,2023,12,Dec,4,52,4
20231229,2023-12-29,2023,12,Dec,4,52,5
20231230,2023-12-30,2023,12,Dec,4,52,6
20231231,2023-12-31,2023,12,Dec,4,52,7
20240101,2024-01-01,2024,1,Jan,1,1,1
20240102,2024-01-02,2024,1,Jan,1,1,2
20240103,2024-01-03,2024,1,Jan,1,1,3
20240104,2024-01-04,2024,1,Jan,1,1,4
20240105,2024-01-05,2024,1,Jan,1,1,5
20240106,2024-01-06,2024,1,Jan,1,1,6
20240107,2024-01-07,2024,1,Jan,1,1,7
20240108,2024-01-08,2024,1,Jan,1,2,1
20240109,2024-01-09,2024,1,Jan,1,2,2
20240110,2024-01-10,2024,1,Jan,1,2,3
20240111,2024-01-11,2024,1,Jan,1,2,4
20240112,2024-01-12,2024,1,Jan,1,2,5
20240113,2024-01-13,2024,1,Jan,1,2,6
20240114,2024-01-14,2024,1,Jan,1,2,7
20240115,2024-01-15,2024,1,Jan,1,3,1
20240116,2024-01-16,2024,1,Jan,1,3,2
20240117,2024-01-17,2024,1,Jan,1,3,3
20240118,2024-01-18,2024,1,Jan,1,3,4
20240119,2024-01-19,2024,1,Jan,1,3,5
20240120,2024-01-20,2024,1,Jan,1,3,6
20240121,2024-01-21,2024,1,Jan,1,3,7
20240122,2024-01-22,2024,1,Jan,1,4,1
20240123,2024-01-23,2024,1,Jan,1,4,2
20240124,2024-01-24,2024,1,Jan,1,4,3
20240125,2024-01-25,2024,1,Jan,1,4,4
20240126,2024-01-26,2024,1,Jan,1,4,5
20240127,2024-01-27,2024,1,Jan,1,4,6
20240128,2024-01-28,2024,1,Jan,1,4,7
20240129,2024-01-29,2024,1,Jan,1,5,1
20240130,2024-01-30,2024,1,Jan,1,5,2
20240131,2024-01-31,2024,1,Jan,1,5,3
20240201,2024-02-01,2024,2,Feb,1,5,4
20240202,2024-02-02,2024,2,Feb,1,5,5
20240203,2024-02-03,2024,2,Feb,1,5,6
20240204,2024-02-04,2024,2,Feb,1,5,7
20240205,2024-02-05,2024,2,Feb,1,6,1
20240206,2024-02-06,2024,2,Feb,1,6,2
20240207,2024-02-07,2024,2,Feb,1,6,3
20240208,2024-02-08,2024,2,Feb,1,6,4
20240209,2024-02-09,2024,2,Feb,1,6,5
20240210,2024-02-10,2024,2,Feb,1,6,6
20240211,2024-02-11,2024,2,Feb,1,6,7
20240212,2024-02-12,2024,2,Feb,1,7,1
20240213,2024-02-13,2024,2,Feb,1,7,2
20240214,2024-02-14,2024,2,Feb,1,7,3
20240215,2024-02-15,2024,2,Feb,1,7,4
20240216,2024-02-16,2024,2,Feb,1,7,5
20240217,2024-02-17,2024,2,Feb,1,7,6
20240218,2024-02-18,2024,2,Feb,1,7,7
20240219,2024-02-19,2024,2,Feb,1,8,1
20240220,2024-02-20,2024,2,Feb,1,8,2
20240221,2024-02-21,2024,2,Feb,1,8,3
20240222,2024-02-22,2024,2,Feb,1,8,4
20240223,2024-02-23,2024,2,Feb,1,8,5
20240224,2024-02-24,2024,2,Feb,1,8,6
20240225,2024-02-25,2024,2,Feb,1,8,7
20240226,2024-02-26,2024,2,Feb,1,9,1
20240227,2024-02-27,2024,2,Feb,1,9,2
20240228,2024-02-28,2024,2,Feb,1,9,3
20240229,2024-02-29,2024,2,Feb,1,9,4
20240301,2024-03-01,2024,3,Mar,1,9,5
20240302,2024-03-02,2024,3,Mar,1,9,6
20240303,2024-03-03,2024,3,Mar,1,9,7
20240304,2024-03-04,2024,3,Mar,1,10,1
20240305,2024-03-05,2024,3,Mar,1,10,2
20240306,2024-03-06,2024,3,Mar,1,10,3
20240307,2024-03-07,2024,3,Mar,1,10,4
20240308,2024-03-08,2024,3,Mar,1,10,5
20240309,2024-03-09,2024,3,Mar,1,10,6
20240310,2024-03-10,2024,3,Mar,1,10,7
20240311,2024-03-11,2024,3,Mar,1,11,1
20240312,2024-03-12,2024,3,Mar,1,11,2
20240313,2024-03-13,2024,3,Mar,1,11,3
20240314,2024-03-14,2024,3,Mar,1,11,4
20240315,2024-03-15,2024,3,Mar,1,11,5
20240316,2024-03-16,2024,3,Mar,1,11,6
20240317,2024-03-17,2024,3,Mar,1,11,7
20240318,2024-03-18,2024,3,Mar,1,12,1
20240319,2024-03-19,2024,3,Mar,1,12,2
20240320,2024-03-20,2024,3,Mar,1,12,3
20240321,2024-03-21,2024,3,Mar,1,12,4
20240322,2024-03-22,2024,3,Mar,1,12,5
20240323,2024-03-23,2024,3,Mar,1,12,6
20240324,2024-03-24,2024,3,Mar,1,12,7
20240325,2024-03-25,2024,3,Mar,1,13,1
20240326,2024-03-26,2024,3,Mar,1,13,2
20240327,2024-03-27,2024,3,Mar,1,13,3
20240328,2024-03-28,2024,3,Mar,1,13,4
20240329,2024-03-29,2024,3,Mar,1,13,5
20240330,2024-03-30,2024,3,Mar,1,13,6
20240331,2024-03-31,2024,3,Mar,1,13,7
20240401,2024-04-01,2024,4,Apr,2,14,1
20240402,2024-04-02,2024,4,Apr,2,14,2
20240403,2024-04-03,2024,4,Apr,2,14,3
20240404,2024-04-04,2024,4,Apr,2,14,4
20240405,2024-04-05,2024,4,Apr,2,14,5
20240406,2024-04-06,2024,4,Apr,2,14,6
20240407,2024-04-07,2024,4,Apr,2,14,7
20240408,2024-04-08,2024,4,Apr,2,15,1
20240409,2024-04-09,2024,4,Apr,2,15,2
20240410,2024-04-10,2024,4,Apr,2,15,3
20240411,2024-04-11,2024,4,Apr,2,15,4
20240412,2024-04-12,2024,4,Apr,2,15,5
20240413,2024-04-13,2024,4,Apr,2,15,6
20240414,2024-04-14,2024,4,Apr,2,15,7
20240415,2024-04-15,2024,4,Apr,2,16,1
20240416,2024-04-16,2024,4,Apr,2,16,2
20240417,2024-04-17,2024,4,Apr,2,16,3
20240418,2024-04-18,2024,4,Apr,2,16,4
20240419,2024-04-19,2024,4,Apr,2,16,5
20240420,2024-04-20,2024,4,Apr,2,16,6
20240421,2024-04-21,2024,4,Apr,2,16,7
20240422,2024-04-22,2024,4,Apr,2,17,1
20240423,2024-04-23,2024,4,Apr,2,17,2
20240424,2024-04-24,2024,4,Apr,2,17,3
20240425,2024-04-25,2024,4,Apr,2,17,4
20240426,2024-04-26,2024,4,Apr,2,17,5
20240427,2024-04-27,2024,4,Apr,2,17,6
20240428,2024-04-28,2024,4,Apr,2,17,7
20240429,2024-04-29,2024,4,Apr,2,18,1
20240430,2024-04-30,2024,4,Apr,2,18,2
20240501,2024-05-01,2024,5,May,2,18,3
20240502,2024-05-02,2024,5,May,2,18,4
20240503,2024-05-03,2024,5,May,2,18,5
20240504,2024-05-04,2024,5,May,2,18,6
20240505,2024-05-05,2024,5,May,2,18,7
20240506,2024-05-06,2024,5,May,2,19,1
20240507,2024-05-07,2024,5,May,2,19,2
20240508,2024-05-08,2024,5,May,2,19,3
20240509,2024-05-09,2024,5,May,2,19,4
20240510,2024-05-10,2024,5,May,2,19,5
20240511,2024-05-11,2024,5,May,2,19,6
20240512,2024-05-12,2024,5,May,2,19,7
20240513,2024-05-13,2024,5,May,2,20,1
20240514,2024-05-14,2024,5,May,2,20,2
20240515,2024-05-15,2024,5,May,2,20,3
20240516,2024-05-16,2024,5,May,2,20,4
20240517,2024-05-17,2024,5,May,2,20,5
20240518,2024-05-18,2024,5,May,2,20,6
20240519,2024-05-19,2024,5,May,2,20,7
20240520,2024-05-20,2024,5,May,2,21,1
20240521,2024-05-21,2024,5,May,2,21,2
20240522,2024-05-22,2024,5,May,2,21,3
20240523,2024-05-23,2024,5,May,2,21,4
20240524,2024-05-24,2024,5,May,2,21,5
20240525,2024-05-25,2024,5,May,2,21,6
20240526,2024-05-26,2024,5,May,2,21,7
20240527,2024-05-27,2024,5,May,2,22,1
20240528,2024-05-28,2024,5,May,2,22,2
20240529,2024-05-29,2024,5,May,2,22,3
20240530,2024-05-30,2024,5,May,2,22,4
20240531,2024-05-31,2024,5,May,2,22,5
20240601,2024-06-01,2024,6,Jun,2,22,6
20240602,2024-06-02,2024,6,Jun,2,22,7
20240603,2024-06-03,2024,6,Jun,2,23,1
20240604,2024-06-04,2024,6,Jun,2,23,2
20240605,2024-06-05,2024,6,Jun,2,23,3
20240606,2024-06-06,2024,6,Jun,2,23,4
20240607,2024-06-07,2024,6,Jun,2,23,5
20240608,2024-06-08,2024,6,Jun,2,23,6
20240609,2024-06-09,2024,6,Jun,2,23,7
20240610,2024-06-10,2024,6,Jun,2,24,1
20240611,2024-06-11,2024,6,Jun,2,24,2
20240612,2024-06-12,2024,6,Jun,2,24,3
20240613,2024-06-13,2024,6,Jun,2,24,4
20240614,2024-06-14,2024,6,Jun,2,24,5
20240615,2024-06-15,2024,6,Jun,2,24,6
20240616,2024-06-16,2024,6,Jun,2,24,7
20240617,2024-06-17,2024,6,Jun,2,25,1
20240618,2024-06-18,2024,6,Jun,2,25,2
20240619,2024-06-19,2024,6,Jun,2,25,3
20240620,2024-06-20,2024,6,Jun,2,25,4
20240621,2024-06-21,2024,6,Jun,2,25,5
20240622,2024-06-22,2024,6,Jun,2,25,6
20240623,2024-06-23,2024,6,Jun,2,25,7
20240624,2024-06-24,2024,6,Jun,2,26,1
20240625,2024-06-25,2024,6,Jun,2,26,2
20240626,2024-06-26,2024,6,Jun,2,26,3
20240627,2024-06-27,2024,6,Jun,2,26,4
20240628,2024-06-28,2024,6,Jun,2,26,5
20240629,2024-06-29,2024,6,Jun,2,26,6
20240630,2024-06-30,2024,6,Jun,2,26,7
20240701,2024-07-01,2024,7,Jul,3,27,1
20240702,2024-07-02,2024,7,Jul,3,27,2
20240703,2024-07-03,2024,7,Jul,3,27,3
20240704,2024-07-04,2024,7,Jul,3,27,4
20240705,2024-07-05,2024,7,Jul,3,27,5
20240706,2024-07-06,2024,7,Jul,3,27,6
20240707,2024-07-07,2024,7,Jul,3,27,7
20240708,2024-07-08,2024,7,Jul,3,28,1
20240709,2024-07-09,2024,7,Jul,3,28,2
20240710,2024-07-10,2024,7,Jul,3,28,3
20240711,2024-07-11,2024,7,Jul,3,28,4
20240712,2024-07-12,2024,7,Jul,3,28,5
20240713,2024-07-13,2024,7,Jul,3,28,6
20240714,2024-07-14,2024,7,Jul,3,28,7
20240715,2024-07-15,2024,7,Jul,3,29,1
20240716,2024-07-16,2024,7,Jul,3,29,2
20240717,2024-07-17,2024,7,Jul,3,29,3
20240718,2024-07-18,2024,7,Jul,3,29,4
20240719,2024-07-19,2024,7,Jul,3,29,5
20240720,2024-07-20,2024,7,Jul,3,29,6
20240721,2024-07-21,2024,7,Jul,3,29,7
20240722,2024-07-22,2024,7,Jul,3,30,1
20240723,2024-07-23,2024,7,Jul,3,30,2
20240724,2024-07-24,2024,7,Jul,3,30,3
20240725,2024-07-25,2024,7,Jul,3,30,4
20240726,2024-07-26,2024,7,Jul,3,30,5
20240727,2024-07-27,2024,7,Jul,3,30,6
20240728,2024-07-28,2024,7,Jul,3,30,7
20240729,2024-07-29,2024,7,Jul,3,31,1
20240730,2024-07-30,2024,7,Jul,3,31,2
20240731,2024-07-31,2024,7,Jul,3,31,3
20240801,2024-08-01,2024,8,Aug,3,31,4
20240802,2024-08-02,2024,8,Aug,3,31,5
20240803,2024-08-03,2024,8,Aug,3,31,6
20240804,2024-08-04,2024,8,Aug,3,31,7
20240805,2024-08-05,2024,8,Aug,3,32,1
20240806,2024-08-06,2024,8,Aug,3,32,2
20240807,2024-08-07,2024,8,Aug,3,32,3
20240808,2024-08-08,2024,8,Aug,3,32,4
20240809,2024-08-09,2024,8,Aug,3,32,5
20240810,2024-08-10,2024,8,Aug,3,32,6
20240811,2024-08-11,2024,8,Aug,3,32,7
20240812,2024-08-12,2024,8,Aug,3,33,1
20240813,2024-08-13,2024,8,Aug,3,33,2
20240814,2024-08-14,2024,8,Aug,3,33,3
20240815,2024-08-15,2024,8,Aug,3,33,4
20240816,2024-08-16,2024,8,Aug,3,33,5
20240817,2024-08-17,2024,8,Aug,3,33,6
20240818,2024-08-18,2024,8,Aug,3,33,7
20240819,2024-08-19,2024,8,Aug,3,34,1
20240820,2024-08-20,2024,8,Aug,3,34,2
20240821,2024-08-21,2024,8,Aug,3,34,3
20240822,2024-08-22,2024,8,Aug,3,34,4
20240823,2024-08-23,2024,8,Aug,3,34,5
20240824,2024-08-24,2024,8,Aug,3,34,6
20240825,2024-08-25,2024,8,Aug,3,34,7
20240826,2024-08-26,2024,8,Aug,3,35,1
20240827,2024-08-27,2024,8,Aug,3,35,2
20240828,2024-08-28,2024,8,Aug,3,35,3
20240829,2024-08-29,2024,8,Aug,3,35,4
20240830,2024-08-30,2024,8,Aug,3,35,5
20240831,2024-08-31,2024,8,Aug,3,35,6
20240901,2024-09-01,2024,9,Sep,3,35,7
20240902,2024-09-02,2024,9,Sep,3,36,1
20240903,2024-09-03,2024,9,Sep,3,36,2
20240904,2024-09-04,2024,9,Sep,3,36,3
20240905,2024-09-05,2024,9,Sep,3,36,4
20240906,2024-09-06,2024,9,Sep,3,36,5
20240907,2024-09-07,2024,9,Sep,3,36,6
20240908,2024-09-08,2024,9,Sep,3,36,7
20240909,2024-09-09,2024,9,Sep,3,37,1
20240910,2024-09-10,2024,9,Sep,3,37,2
20240911,2024-09-11,2024,9,Sep,3,37,3
20240912,2024-09-12,2024,9,Sep,3,37,4
20240913,2024-09-13,2024,9,Sep,3,37,5
20240914,2024-09-14,2024,9,Sep,3,37,6
20240915,2024-09-15,2024,9,Sep,3,37,7
20240916,2024-09-16,2024,9,Sep,3,38,1
20240917,2024-09-17,2024,9,Sep,3,38,2
20240918,2024-09-18,2024,9,Sep,3,38,3
20240919,2024-09-19,2024,9,Sep,3,38,4
20240920,2024-09-20,2024,9,Sep,3,38,5
20240921,2024-09-21,2024,9,Sep,3,38,6
20240922,2024-09-22,2024,9,Sep,3,38,7
20240923,2024-09-23,2024,9,Sep,3,39,1
20240924,2024-09-24,2024,9,Sep,3,39,2
20240925,2024-09-25,2024,9,Sep,3,39,3
20240926,2024-09-26,2024,9,Sep,3,39,4
20240927,2024-09-27,2024,9,Sep,3,39,5
20240928,2024-09-28,2024,9,Sep,3,39,6
20240929,2024-09-29,2024,9,Sep,3,39,7
20240930,2024-09-30,2024,9,Sep,3,40,1
20241001,2024-10-01,2024,10,Oct,4,40,2
20241002,2024-10-02,2024,10,Oct,4,40,3
20241003,2024-10-03,2024,10,Oct,4,40,4
20241004,2024-10-04,2024,10,Oct,4,40,5
20241005,2024-10-05,2024,10,Oct,4,40,6
20241006,2024-10-06,2024,10,Oct,4,40,7
20241007,2024-10-07,2024,10,Oct,4,41,1
20241008,2024-10-08,2024,10,Oct,4,41,2
20241009,2024-10-09,2024,10,Oct,4,41,3
20241010,2024-10-10,2024,10,Oct,4,41,4
20241011,2024-10-11,2024,10,Oct,4,41,5
20241012,2024-10-12,2024,10,Oct,4,41,6
20241013,2024-10-13,2024,10,Oct,4,41,7
20241014,2024-10-14,2024,10,Oct,4,42,1
20241015,2024-10-15,2024,10,Oct,4,42,2
20241016,2024-10-16,2024,10,Oct,4,42,3
20241017,2024-10-17,2024,10,Oct,4,42,4
20241018,2024-10-18,2024,10,Oct,4,42,5
20241019,2024-10-19,2024,10,Oct,4,42,6
20241020,2024-10-20,2024,10,Oct,4,42,7
20241021,2024-10-21,2024,10,Oct,4,43,1
20241022,2024-10-22,2024,10,Oct,4,43,2
20241023,2024-10-23,2024,10,Oct,4,43,3
20241024,2024-10-24,2024,10,Oct,4,43,4
20241025,2024-10-25,2024,10,Oct,4,43,5
20241026,2024-10-26,2024,10,Oct,4,43,6
20241027,2024-10-27,2024,10,Oct,4,43,7
20241028,2024-10-28,2024,10,Oct,4,44,1
20241029,2024-10-29,2024,10,Oct,4,44,2
20241030,2024-10-30,2024,10,Oct,4,44,3
20241031,2024-10-31,2024,10,Oct,4,44,4
20241101,2024-11-01,2024,11,Nov,4,44,5
20241102,2024-11-02,2024,11,Nov,4,44,6
20241103,2024-11-03,2024,11,Nov,4,44,7
20241104,2024-11-04,2024,11,Nov,4,45,1
20241105,2024-11-05,2024,11,Nov,4,45,2
20241106,2024-11-06,2024,11,Nov,4,45,3
20241107,2024-11-07,2024,11,Nov,4,45,4
20241108,2024-11-08,2024,11,Nov,4,45,5
20241109,2024-11-09,2024,11,Nov,4,45,6
20241110,2024-11-10,2024,11,Nov,4,45,7
20241111,2024-11-11,2024,11,Nov,4,46,1
20241112,2024-11-12,2024,11,Nov,4,46,2
20241113,2024-11-13,2024,11,Nov,4,46,3
20241114,2024-11-14,2024,11,Nov,4,46,4
20241115,2024-11-15,2024,11,Nov,4,46,5
20241116,2024-11-16,2024,11,Nov,4,46,6
20241117,2024-11-17,2024,11,Nov,4,46,7
20241118,2024-11-18,2024,11,Nov,4,47,1
20241119,2024-11-19,2024,11,Nov,4,47,2
20241120,2024-11-20,2024,11,Nov,4,47,3
20241121,2024-11-21,2024,11,Nov,4,47,4
20241122,2024-11-22,2024,11,Nov,4,47,5
20241123,2024-11-23,2024,11,Nov,4,47,6
20241124,2024-11-24,2024,11,Nov,4,47,7
20241125,2024-11-25,2024,11,Nov,4,48,1
20241126,2024-11-26,2024,11,Nov,4,48,2
20241127,2024-11-27,2024,11,Nov,4,48,3
20241128,2024-11-28,2024,11,Nov,4,48,4
20241129,2024-11-29,2024,11,Nov,4,48,5
20241130,2024-11-30,2024,11,Nov,4,48,6
20241201,2024-12-01,2024,12,Dec,4,48,7
20241202,2024-12-02,2024,12,Dec,4,49,1
20241203,2024-12-03,2024,12,Dec,4,49,2
20241204,2024-12-04,2024,12,Dec,4,49,3
20241205,2024-12-05,2024,12,Dec,4,49,4
20241206,2024-12-06,2024,12,Dec,4,49,5
20241207,2024-12-07,2024,12,Dec,4,49,6
20241208,2024-12-08,2024,12,Dec,4,49,7
20241209,2024-12-09,2024,12,Dec,4,50,1
20241210,2024-12-10,2024,12,Dec,4,50,2
20241211,2024-12-11,2024,12,Dec,4,50,3
20241212,2024-12-12,2024,12,Dec,4,50,4
20241213,2024-12-13,2024,12,Dec,4,50,5
20241214,2024-12-14,2024,12,Dec,4,50,6
20241215,2024-12-15,2024,12,Dec,4,50,7
